neighbourhood,room_type,minimum_nights,calculated_host_listings_count,availability_365,price
29,0,1,1,188,75
22,1,3,1,27,436
8,0,1,1,81,120
11,1,5,1,0,130
6,0,3,3,280,90
68,1,3,1,5,160
6,0,3,1,69,90
101,0,1,1,0,225
22,1,3,1,0,100
1,0,1,8,306,250
6,0,10,1,0,37
6,0,2,2,102,69
21,0,3,2,12,47
22,0,2,1,0,50
5,1,60,232,188,262
21,0,1,1,0,120
11,1,2,1,0,300
21,0,3,1,0,115
6,1,45,1,43,73
144,0,3,10,78,79
6,0,1,3,64,55
21,0,2,1,18,70
43,1,2,327,343,228
21,0,3,2,0,55
15,1,4,1,29,80
115,1,14,1,0,95
21,0,3,1,0,75
9,1,1,1,0,212
0,0,1,1,0,40
70,2,1,6,180,79
22,1,18,1,0,78
12,1,1,1,0,225
68,0,1,1,0,150
0,0,14,1,0,35
22,0,3,1,105,70
43,0,3,2,186,100
79,1,30,1,337,165
0,0,5,1,344,60
43,1,29,96,332,135
23,1,4,1,0,160
2,0,30,103,215,36
43,1,5,1,9,208
56,2,1,7,313,40
39,0,2,1,1,40
15,0,6,1,0,110
2,0,1,9,260,70
3,1,1,1,0,120
30,0,1,1,0,70
43,1,2,327,247,484
22,0,14,2,176,85
21,0,4,1,0,45
28,0,1,2,63,190
20,0,7,1,0,48
14,1,3,1,345,800
12,1,1,1,0,125
12,0,2,1,0,70
2,0,1,1,0,90
21,1,5,1,0,120
79,1,2,1,2,140
28,1,3,1,0,120
21,0,1,1,0,45
30,0,30,34,311,65
28,1,5,1,25,150
54,0,5,5,300,67
28,1,30,91,311,133
14,1,3,1,263,200
17,1,3,2,302,450
64,1,2,2,272,295
21,0,2,1,179,70
111,2,1,4,365,30
12,1,2,2,328,600
15,0,30,1,126,60
28,1,30,9,353,200
15,1,4,1,179,300
6,1,4,1,0,85
50,1,7,1,0,110
127,0,2,1,365,140
133,1,2,4,349,85
60,0,1,1,223,100
75,0,1,1,322,55
9,0,1,2,49,95
7,1,4,1,5,150
22,0,3,3,283,38
19,1,2,1,58,305
3,1,1,1,0,110
3,1,1,11,365,8000
43,1,2,327,327,229
27,1,2,1,0,200
1,1,1,3,267,399
7,1,3,1,48,250
6,0,1,1,0,59
5,1,30,50,147,175
21,0,1,1,165,50
11,0,1,2,75,125
52,1,5,1,22,159
2,0,1,3,307,58
44,0,3,2,111,48
4,1,5,1,24,150
56,1,6,1,306,98
25,0,1,10,360,99
4,0,5,1,80,65
6,1,2,2,175,139
6,0,1,1,0,65
70,0,7,13,260,35
147,0,2,1,310,47
1,1,3,1,0,140
21,0,3,1,0,60
30,0,3,1,87,65
21,0,2,1,127,63
77,1,30,232,283,267
28,1,2,1,329,142
16,0,1,1,88,105
71,1,30,121,363,239
8,1,90,1,153,150
2,1,3,1,0,250
34,0,1,1,0,100
49,0,3,1,0,75
79,0,1,2,175,185
25,1,1,1,0,200
6,1,5,1,0,105
28,1,5,1,7,110
13,0,2,1,0,62
12,1,11,1,0,175
15,0,1,1,0,40
12,0,30,6,255,125
7,1,30,65,365,190
12,1,3,1,0,130
132,0,1,1,0,110
6,0,4,4,189,70
14,1,1,1,4,181
117,1,2,2,49,75
15,1,7,1,0,90
2,1,3,3,231,165
2,0,1,1,0,50
12,0,2,1,303,65
23,1,3,1,0,140
7,1,1,2,277,220
73,1,2,2,294,110
4,0,2,1,209,98
21,0,1,2,0,85
28,1,30,91,311,117
45,0,6,1,0,55
15,0,2,1,10,42
12,1,2,1,0,109
20,0,14,1,0,80
15,1,5,1,188,98
21,0,2,2,0,120
7,1,3,1,218,399
12,0,4,1,48,73
2,1,4,1,0,100
28,0,4,5,153,73
49,0,30,1,283,175
20,2,1,33,365,119
56,1,1,1,117,120
6,1,9,2,55,100
77,1,3,1,66,150
97,1,14,1,0,159
54,1,3,4,333,115
83,0,2,6,64,45
56,0,2,3,24,35
56,1,1,1,65,95
80,0,1,1,90,99
22,0,1,1,0,60
14,1,2,3,0,400
54,0,3,1,364,150
8,1,1,3,121,125
183,0,1,3,56,40
1,0,3,1,3,224
2,0,2,3,11,85
11,0,30,2,332,130
7,1,3,1,0,180
21,0,7,3,28,49
56,1,2,1,94,99
20,0,6,2,54,99
8,0,1,1,0,125
30,1,2,1,280,175
1,0,1,14,357,425
29,1,3,1,0,125
23,1,3,1,188,190
6,1,2,1,142,67
13,1,30,1,188,200
100,0,2,3,354,49
23,1,3,1,0,150
12,0,3,1,0,46
2,2,1,3,4,34
19,1,4,1,121,148
21,0,30,9,45,37
183,0,1,2,365,70
50,1,2,1,201,305
20,1,2,4,0,299
19,0,2,2,0,149
16,0,2,1,354,190
16,1,6,1,209,150
6,1,2,2,23,150
9,0,2,2,10,89
7,1,1,5,365,240
12,1,13,1,0,150
206,1,3,3,272,60
6,1,1,3,59,85
7,0,1,1,0,80
28,1,30,12,28,130
22,1,3,5,113,85
15,0,2,1,127,85
34,1,7,2,1,250
28,1,2,1,0,650
28,0,1,3,365,299
6,0,2,1,0,45
48,1,2,2,194,200
14,1,14,1,16,85
20,1,3,1,0,150
10,1,4,1,179,130
8,1,21,2,176,125
64,0,2,1,0,100
2,0,2,3,0,75
2,0,14,1,0,50
19,1,2,1,79,59
22,0,7,1,0,64
27,1,1,1,0,200
30,2,1,1,27,95
6,0,30,3,53,35
56,1,7,1,0,125
23,1,30,9,310,150
2,0,3,2,0,52
20,0,2,1,0,150
6,0,1,1,21,62
56,0,1,1,172,100
14,1,12,1,332,750
37,0,30,1,326,45
14,1,2,1,318,150
6,1,4,1,84,169
56,1,5,1,363,135
28,1,7,1,158,140
87,0,1,3,89,30
4,1,3,1,3,110
169,0,1,2,97,36
62,1,3,1,131,200
8,1,1,1,0,250
30,0,2,1,0,47
76,1,3,2,96,113
8,1,5,1,0,250
8,0,6,1,0,68
0,0,1,2,365,67
18,0,1,1,67,60
8,1,2,1,74,150
1,0,3,12,365,799
6,1,3,3,237,89
14,1,3,1,0,350
6,0,5,1,3,65
53,1,1,1,29,160
7,1,1,1,163,350
70,0,1,1,87,55
3,1,3,1,99,450
20,0,3,1,0,59
12,0,2,2,0,66
19,1,20,2,180,129
22,0,3,3,0,150
11,1,14,1,155,199
79,0,1,3,352,59
72,0,1,1,88,80
56,0,5,3,236,47
30,0,2,1,0,50
20,1,15,1,24,700
126,1,1,1,183,100
19,1,17,1,0,99
145,0,30,2,312,52
15,0,1,1,0,69
1,1,30,39,98,250
21,1,2,1,151,138
30,0,2,1,296,67
4,0,3,1,188,50
6,2,1,17,89,35
7,1,5,1,80,525
31,1,3,1,42,125
6,1,3,1,95,125
29,1,30,1,0,164
81,0,1,1,0,50
21,2,2,1,192,34
21,0,3,1,0,50
12,0,3,2,119,59
2,0,4,1,2,65
6,0,3,1,348,65
22,0,2,1,3,50
30,2,1,2,341,40
1,2,3,6,169,65
25,1,5,1,0,125
8,1,30,1,0,101
37,1,2,1,305,99
21,0,1,2,169,55
19,1,2,1,8,300
0,1,4,1,5,90
56,0,40,1,207,69
12,1,3,1,24,175
11,1,8,1,0,230
28,1,2,1,0,110
28,0,2,1,31,96
23,1,30,9,200,170
4,0,120,1,173,39
6,1,30,2,0,120
15,0,1,1,65,85
9,0,1,2,10,95
6,0,1,15,343,55
4,1,2,1,1,125
2,0,1,1,0,100
38,0,7,1,98,71
1,1,30,121,189,199
100,1,2,2,140,120
6,1,2,1,333,120
28,0,4,1,10,90
77,1,2,1,1,259
33,1,3,1,0,200
12,0,3,1,0,77
21,0,2,1,131,69
7,1,5,1,31,165
14,1,29,327,326,209
16,1,7,1,18,250
6,0,30,6,58,36
112,0,10,1,365,75
21,1,3,3,309,163
34,1,2,1,0,99
7,1,7,1,0,165
12,1,2,1,254,140
12,1,5,1,349,220
37,0,1,5,75,45
26,1,2,2,0,125
14,0,7,47,358,50
19,1,30,1,57,143
21,0,2,1,255,70
28,1,31,33,326,300
15,0,30,7,94,64
19,1,5,1,0,117
12,0,2,1,84,80
50,1,2,1,174,600
28,1,1,2,24,59
6,1,3,1,245,134
7,0,2,1,73,97
27,0,1,10,156,119
12,0,1,1,0,95
11,1,2,1,81,240
28,0,1,1,325,115
82,0,31,1,342,40
4,0,1,2,0,80
1,1,1,2,360,250
11,1,5,1,219,300
213,1,2,2,145,100
12,0,2,3,0,75
25,1,2,1,48,120
6,1,2,1,0,150
7,1,3,1,3,160
6,2,2,3,339,30
19,1,5,1,0,219
63,0,1,1,0,40
28,1,3,1,0,130
25,1,2,1,8,125
43,0,4,1,0,115
30,0,2,1,0,45
6,0,2,1,0,31
12,1,1,1,274,94
52,0,2,1,146,90
38,0,1,1,125,99
70,0,7,13,239,38
41,0,1,2,365,100
84,0,2,3,179,62
12,1,2,1,0,150
24,0,10,1,0,49
2,0,3,1,224,75
22,2,1,2,364,400
94,0,2,3,171,60
2,1,16,1,31,76
53,0,6,1,0,58
26,1,3,1,0,175
15,1,2,1,9,91
15,0,14,1,8,47
19,0,1,1,0,300
3,1,3,1,43,250
12,0,4,2,60,69
12,1,1,2,192,224
7,0,7,47,329,80
8,1,7,1,0,310
2,1,3,2,0,105
8,1,30,52,258,113
71,0,5,1,365,200
54,0,2,2,158,80
11,1,4,1,10,269
25,0,1,2,340,70
6,0,1,1,345,58
16,1,3,1,65,140
56,1,1,1,0,140
14,1,30,87,307,170
5,1,30,91,153,125
2,0,2,1,0,45
7,1,3,1,158,250
68,0,1,1,365,199
21,0,1,8,179,50
6,1,2,2,287,99
32,1,1,1,0,110
25,0,5,1,179,130
12,1,3,1,342,150
15,0,3,1,179,60
12,1,2,2,330,200
10,0,90,2,0,50
2,0,1,1,0,49
14,1,5,1,0,700
43,1,30,1,233,105
29,0,1,1,15,125
70,1,3,1,254,99
43,1,29,96,323,187
8,0,1,4,269,219
2,1,5,2,0,92
8,1,3,1,13,300
7,0,3,1,216,99
17,0,4,1,58,58
24,1,14,1,0,80
6,1,3,1,133,180
6,1,2,2,238,82
19,1,1,1,11,295
30,0,2,1,14,69
3,0,3,2,0,65
12,0,2,2,114,114
33,1,5,1,0,145
28,1,1,1,71,160
7,1,29,327,332,185
127,0,2,3,35,55
1,1,5,2,185,218
197,1,1,1,36,85
3,1,2,1,81,143
15,0,1,1,292,65
44,0,2,1,0,35
56,0,7,1,222,70
43,1,29,327,342,165
9,0,2,1,1,90
2,1,3,3,351,375
1,0,1,6,271,100
45,0,1,1,365,220
95,0,1,4,31,42
12,1,2,1,0,175
30,1,4,1,0,80
12,0,2,1,0,50
29,0,2,1,6,64
68,0,5,1,22,109
8,0,2,2,0,50
19,0,3,2,89,120
13,1,3,1,78,225
15,0,1,1,0,90
23,0,1,1,0,70
6,0,1,10,306,63
1,1,1,1,277,145
5,1,5,1,52,200
21,0,5,1,0,45
6,2,3,34,361,36
1,1,30,65,364,385
18,1,1,1,365,210
19,0,2,4,338,125
19,0,5,1,80,85
43,1,3,1,0,160
6,0,2,1,0,35
12,0,5,1,0,250
29,1,3,1,168,150
2,0,6,1,0,70
56,0,3,1,0,50
7,1,2,1,0,103
3,0,1,1,0,43
14,0,1,1,0,100
59,0,30,37,0,27
2,0,2,1,0,62
173,1,1,1,303,89
24,1,5,1,0,75
98,0,2,1,213,60
23,1,3,1,0,172
21,0,20,1,0,59
12,0,1,1,0,95
84,1,1,1,357,125
6,0,1,2,197,70
6,0,7,1,0,70
52,0,7,1,0,89
19,1,5,1,0,150
23,0,3,1,67,400
21,0,3,1,0,35
6,0,3,1,0,50
14,0,30,1,365,350
6,0,2,2,51,47
21,0,1,6,160,59
3,1,12,1,2,550
28,0,3,3,0,90
20,1,4,1,0,175
20,1,2,1,15,117
13,0,2,3,280,120
28,1,3,1,30,98
8,1,3,1,0,145
6,0,1,1,0,60
8,0,1,4,73,99
4,1,2,1,188,250
20,1,29,1,34,250
14,1,30,2,126,300
33,0,1,4,132,59
28,1,31,33,345,265
11,1,3,1,175,175
8,0,1,1,0,67
6,1,1,1,25,90
14,1,2,1,4,109
8,1,2,3,0,200
87,1,1,1,64,90
21,0,3,1,141,67
21,0,10,1,69,75
50,1,5,1,0,200
98,0,2,1,88,79
14,1,3,4,220,299
43,1,2,1,0,300
21,1,2,1,122,125
2,0,2,1,188,60
81,0,14,1,0,78
52,1,4,1,0,215
30,0,1,4,90,47
12,0,1,1,282,84
79,0,1,5,273,39
162,0,1,1,135,37
2,0,10,1,213,177
11,0,1,5,321,999
28,1,2,1,0,140
16,0,4,1,0,70
56,1,3,1,127,90
26,1,29,1,0,179
56,1,3,1,151,169
51,1,4,1,0,96
12,0,2,1,0,75
2,0,3,1,20,105
28,0,1,3,0,99
4,0,1,2,4,52
15,1,5,2,56,120
60,0,1,5,0,119
12,1,3,1,38,226
26,1,3,1,0,175
114,0,2,4,145,33
68,1,3,1,0,177
14,1,1,1,73,90
15,0,7,1,0,50
33,1,4,1,185,180
7,1,7,1,0,100
22,1,4,1,95,200
4,1,4,1,0,100
12,1,3,2,0,160
16,1,2,1,65,275
52,0,2,1,0,200
51,0,2,1,0,60
21,0,10,1,0,75
7,1,6,1,11,200
11,1,5,1,242,200
6,1,1,5,85,90
28,1,30,5,0,125
37,0,1,6,362,60
12,0,1,1,0,105
28,1,14,1,0,150
2,0,3,1,340,60
30,0,1,1,90,45
20,1,30,52,343,149
12,1,3,2,343,210
9,1,3,1,0,153
12,0,1,1,0,66
26,1,1,1,0,160
28,1,2,1,0,130
77,1,14,4,1,499
127,0,1,1,328,50
56,0,1,1,0,55
23,0,4,2,182,89
12,1,2,1,363,150
111,0,1,7,365,50
27,1,2,1,0,500
12,0,4,1,0,45
18,0,2,1,352,76
23,2,14,28,318,35
14,0,4,1,365,255
28,1,6,1,93,399
9,1,4,1,169,295
12,1,180,31,173,250
19,1,3,1,0,150
37,0,1,2,0,40
1,0,1,2,364,300
38,0,1,1,365,250
52,1,3,2,178,299
8,0,21,1,177,40
37,0,1,2,84,60
28,1,3,1,84,135
12,0,3,2,0,72
8,1,2,1,35,225
111,2,1,4,174,35
2,0,10,1,0,22
56,0,4,1,0,39
10,1,3,1,163,115
1,1,3,49,190,699
56,0,1,2,365,80
3,1,2,1,0,100
6,1,3,2,237,177
44,0,30,6,365,57
11,1,3,1,349,325
26,1,7,1,121,105
12,1,1,1,77,150
7,1,1,1,155,163
12,0,3,1,0,68
1,1,1,1,0,950
23,1,1,1,349,235
19,0,2,2,1,65
25,0,30,18,360,39
61,1,2,1,290,97
12,0,3,2,0,50
96,1,3,1,0,140
85,0,1,5,359,59
15,1,4,1,48,110
71,0,1,9,299,100
27,1,5,1,169,595
157,0,3,1,76,35
37,0,1,2,0,60
1,1,1,1,193,129
7,0,4,4,355,140
15,0,1,1,0,70
2,1,1,1,75,102
83,0,4,2,175,89
43,1,2,327,254,451
4,0,2,1,0,89
6,0,6,1,363,5000
111,0,1,6,151,75
8,1,30,91,127,125
86,0,4,8,285,33
14,0,1,2,0,80
15,1,2,1,41,133
37,1,7,1,268,100
54,0,1,3,244,90
8,0,1,1,0,70
12,1,2,1,0,210
7,0,2,1,10,109
38,1,2,1,3,148
2,1,90,1,365,3200
15,1,2,3,271,99
6,1,2,1,215,125
16,1,3,1,336,200
11,0,30,1,359,100
11,1,28,1,0,250
71,0,1,9,317,100
21,1,1,1,0,100
6,0,1,1,362,70
1,1,1,1,0,145
39,1,1,1,234,125
1,0,3,1,5,95
28,0,2,2,241,98
56,0,2,2,0,60
24,0,2,1,0,73
12,1,2,1,0,175
12,0,1,1,0,50
19,0,1,2,138,78
2,0,5,8,345,215
19,0,4,1,365,129
46,1,1,1,0,100
12,1,3,1,0,102
7,1,2,1,129,295
19,1,2,1,0,150
25,1,5,1,0,85
23,0,1,1,335,125
9,1,2,1,160,105
23,2,14,28,342,32
13,1,1,1,0,450
6,0,7,1,87,75
23,0,2,1,145,174
1,0,3,4,357,389
20,1,30,52,311,199
12,0,1,3,346,199
31,1,1,1,95,125
13,0,2,1,0,96
70,1,3,2,285,175
21,1,4,1,8,98
43,2,1,1,0,75
19,0,1,2,28,120
12,1,5,1,327,150
11,1,2,1,199,300
117,1,2,2,81,97
2,1,3,1,16,130
79,1,2,1,0,120
72,0,2,2,81,70
2,1,1,5,271,122
62,1,1,2,133,120
6,1,3,1,6,215
23,0,1,1,0,40
20,0,1,4,249,399
1,2,1,3,15,99
19,0,5,2,0,75
6,1,1,2,21,79
24,0,1,1,0,60
12,1,1,1,102,150
34,1,9,1,0,55
6,1,2,4,114,265
19,1,3,2,0,480
21,0,90,1,326,35
68,0,3,2,0,100
8,0,3,1,0,180
26,1,30,91,317,117
19,0,2,1,0,108
79,1,7,1,1,150
12,0,3,1,0,66
11,0,6,1,76,90
7,1,4,1,0,275
19,1,1,1,365,190
3,1,3,1,16,200
15,1,5,1,0,93
6,0,2,2,249,65
21,0,14,1,0,50
6,0,3,3,9,57
7,1,30,7,333,70
24,1,2,1,0,100
9,0,3,1,0,99
11,1,3,1,164,179
1,1,2,1,0,125
12,1,2,1,13,285
18,1,30,1,15,78
19,0,2,3,41,85
6,0,14,1,123,100
19,0,2,1,0,100
20,0,2,1,0,53
15,1,20,1,0,94
46,1,1,1,132,190
20,1,4,1,348,400
37,0,3,4,358,80
20,1,1,1,0,150
14,0,1,20,359,149
54,0,1,2,266,50
12,0,14,1,0,85
56,0,2,2,326,81
183,0,1,2,84,58
15,1,6,1,0,100
16,1,6,1,14,145
15,1,3,1,188,105
43,1,2,2,0,400
12,0,2,2,37,70
15,1,3,2,218,300
30,1,2,1,261,105
12,0,2,1,1,79
7,0,2,2,0,155
73,1,4,1,0,88
21,0,21,1,0,50
25,1,2,1,76,250
6,0,2,2,5,70
19,0,1,1,188,100
6,0,2,3,365,68
21,1,4,1,126,137
132,0,3,1,0,120
8,0,1,2,197,109
21,1,1,1,0,125
7,1,4,1,0,130
129,1,4,1,0,50
18,0,30,37,0,33
9,0,1,1,0,75
21,0,14,1,0,35
15,1,1,1,140,114
6,0,2,1,89,55
15,1,3,4,259,575
6,0,1,2,236,48
12,0,31,1,0,90
2,0,2,4,211,60
19,1,2,1,0,133
12,1,2,1,0,249
79,0,1,4,161,55
39,1,30,3,332,95
21,0,1,2,363,65
6,0,1,1,0,55
87,0,1,1,83,100
2,0,1,1,365,80
6,0,10,3,31,105
19,0,25,1,0,78
70,1,3,4,4,200
8,0,6,1,0,95
12,1,2,1,19,139
90,1,7,1,3,125
12,1,7,2,0,225
25,0,1,1,316,60
15,1,3,1,0,110
83,1,2,1,195,104
28,0,30,1,128,90
13,1,2,1,2,104
26,1,30,52,343,87
2,0,31,4,32,69
56,1,5,1,188,200
30,0,6,1,257,145
8,1,10,1,0,129
28,1,30,87,365,179
43,1,2,1,76,420
103,1,2,1,35,76
111,2,1,7,365,38
31,0,7,1,0,35
19,1,3,1,63,160
152,0,1,4,179,200
103,1,60,1,365,109
27,1,2,1,284,350
20,0,3,28,58,349
19,1,1,2,120,130
8,0,5,1,279,100
21,0,2,1,175,89
12,1,30,1,0,200
3,1,1,1,0,119
79,1,3,1,3,150
3,1,2,1,0,95
21,0,11,3,0,100
100,1,2,1,327,100
12,1,4,1,16,220
60,1,6,2,221,145
8,1,1,1,5,130
90,0,1,1,55,800
33,1,3,3,250,150
4,1,60,1,365,215
8,0,2,1,0,130
2,1,3,1,88,202
15,0,1,1,66,41
7,1,2,1,251,360
15,0,4,1,0,175
2,1,5,1,0,139
12,1,2,1,0,350
6,0,5,1,0,65
33,1,2,3,342,175
6,0,1,1,0,72
11,1,4,1,32,1500
6,0,3,1,13,40
10,1,1,1,0,144
2,1,4,1,27,130
29,1,30,2,297,200
14,1,5,1,83,180
19,0,1,1,130,199
7,0,3,6,351,100
16,1,2,1,0,275
132,0,1,1,270,70
16,1,30,1,321,175
4,1,3,1,157,115
7,1,3,1,0,175
6,1,3,2,206,130
6,0,2,4,139,89
29,0,1,1,0,80
6,1,2,2,0,175
162,0,2,1,64,49
29,1,14,1,0,200
28,0,2,1,327,105
29,0,1,1,0,65
6,1,1,1,241,115
123,1,2,1,11,199
12,0,2,2,0,35
12,0,1,4,77,400
3,1,14,1,41,135
19,1,2,1,270,221
12,0,2,1,0,70
6,1,2,1,0,125
43,1,2,327,350,227
43,0,1,1,0,170
7,1,30,20,310,130
6,0,5,1,0,65
12,1,2,1,0,100
15,1,3,1,193,69
6,2,2,3,288,29
1,1,2,4,0,149
7,1,30,7,310,300
46,0,1,18,365,135
23,1,3,1,89,200
2,0,1,2,180,65
6,1,2,1,292,97
9,1,4,1,0,130
20,0,2,1,63,90
29,0,8,1,156,90
7,1,2,1,224,350
19,1,3,1,56,140
54,0,2,4,356,50
33,0,2,1,309,210
1,0,1,2,29,145
12,1,2,1,52,200
79,0,2,2,181,60
12,0,150,2,0,60
30,0,30,2,365,100
97,1,30,1,31,100
19,1,3,1,0,180
15,1,1,1,38,105
2,0,25,1,24,59
6,0,3,3,192,79
19,1,1,1,41,160
34,0,30,3,365,77
31,0,4,1,87,49
21,1,3,1,5,95
52,0,5,1,157,115
12,0,4,1,0,80
7,1,3,1,0,175
20,1,3,1,256,187
52,1,11,1,238,334
22,0,2,2,312,120
6,0,5,2,0,45
53,0,2,1,160,110
12,0,1,1,0,60
70,1,3,8,356,81
18,0,3,1,0,53
4,0,1,2,155,90
30,0,1,1,0,60
13,1,2,1,42,120
21,0,2,2,121,70
1,0,1,14,365,100
25,0,4,5,89,55
6,0,3,2,0,45
8,0,15,1,0,36
20,1,4,1,0,150
55,1,3,1,166,120
27,1,4,1,156,299
117,0,28,1,365,59
12,0,7,1,179,150
10,1,30,1,220,110
56,1,3,1,206,360
6,0,2,1,0,45
183,0,1,3,89,79
52,0,31,2,0,104
34,1,6,1,1,400
28,1,4,1,243,160
21,0,1,26,342,50
4,1,14,1,52,100
7,1,2,5,266,199
26,1,2,1,237,199
12,1,3,1,353,500
6,0,5,1,0,45
37,1,3,2,174,110
2,0,7,1,178,115
103,0,1,1,364,60
37,0,2,1,60,85
73,0,1,1,178,25
21,0,30,17,347,47
192,0,4,3,135,46
90,0,3,1,0,55
24,1,3,1,16,120
39,1,30,3,332,90
6,0,2,1,0,40
6,0,2,4,365,65
23,1,2,1,333,99
6,0,1,15,345,65
7,0,1,30,348,999
2,0,28,1,39,50
2,0,1,2,182,75
1,1,30,2,148,130
56,0,1,9,341,50
36,1,2,1,0,140
44,1,3,1,85,77
68,1,1,1,171,250
30,1,3,1,180,189
12,0,1,1,0,60
133,1,3,1,357,139
34,1,3,1,224,145
12,1,3,3,7,750
12,0,3,1,0,42
129,0,7,2,180,10
19,0,3,2,0,120
21,0,1,1,0,30
12,1,2,1,0,150
111,0,2,1,0,42
25,1,2,1,0,150
174,1,3,3,36,135
54,1,3,1,353,199
1,1,1,1,0,100
5,1,1,1,93,299
40,1,14,1,0,134
28,1,7,1,294,250
54,2,1,1,0,60
15,0,7,1,0,31
28,1,30,49,365,200
19,0,2,2,0,95
22,2,5,2,288,30
43,1,2,327,318,196
183,0,1,1,180,60
4,0,1,2,0,75
12,0,15,1,0,65
21,0,2,1,35,35
8,0,1,4,59,129
81,0,2,1,358,130
54,0,1,1,316,55
1,1,1,1,156,190
19,1,1,1,16,300
2,1,2,1,18,164
28,1,30,1,265,159
21,0,1,2,89,49
16,1,3,1,0,159
24,0,1,1,0,70
96,1,4,1,13,135
6,0,5,1,12,50
52,1,4,1,188,195
36,0,1,1,0,82
14,1,1,1,0,225
34,1,1,1,197,180
21,0,1,1,106,47
43,1,30,1,203,195
112,0,7,5,148,65
43,0,2,1,0,110
7,1,1,1,120,173
14,0,1,4,103,105
4,0,3,1,40,70
81,0,2,2,83,49
6,1,1,1,80,142
21,0,1,1,53,48
34,1,29,4,326,150
2,0,1,1,0,65
124,0,1,1,361,33
2,1,3,1,0,129
81,0,1,8,106,59
71,0,1,7,294,100
28,0,1,1,0,100
24,0,2,1,0,40
27,0,5,3,0,100
16,1,7,1,0,120
30,1,1,1,0,200
54,0,30,7,124,32
59,0,1,1,115,100
2,1,1,1,5,155
103,0,2,1,283,42
56,0,1,1,35,69
12,0,28,1,258,68
8,0,4,1,57,99
25,0,3,1,24,95
7,1,3,2,17,600
73,1,2,2,65,119
22,1,3,2,18,330
4,0,2,4,166,95
2,0,1,1,0,59
14,1,30,2,245,125
8,0,1,3,112,90
11,1,9,1,0,180
6,1,7,1,0,2000
79,1,2,1,0,115
10,1,4,1,67,195
37,1,4,1,0,70
2,1,3,1,261,150
44,0,1,1,0,45
2,0,7,1,278,80
6,1,30,5,334,68
3,1,2,1,158,175
35,1,2,1,0,175
6,1,2,1,285,115
12,0,14,1,0,50
28,1,5,4,108,450
37,0,1,3,172,50
43,1,4,1,108,200
37,0,28,1,123,38
20,1,3,28,47,199
19,0,1,2,7,89
15,1,1,1,2,200
0,0,1,2,18,55
5,0,1,1,0,200
27,1,5,1,173,285
37,0,2,4,320,79
12,0,30,1,0,45
12,0,20,1,333,27
52,1,30,91,280,159
27,1,3,1,179,600
4,1,2,1,0,90
19,0,7,1,0,100
19,1,30,232,219,312
18,0,1,1,0,48
7,1,6,1,0,185
1,1,28,1,340,175
6,0,4,1,0,100
6,1,3,1,0,115
21,0,30,1,0,45
19,0,5,2,21,90
30,1,3,2,0,99
28,1,3,1,0,150
12,0,2,1,151,85
25,0,1,1,0,55
5,1,2,1,0,130
12,1,1,1,0,140
19,1,4,1,5,62
44,0,1,3,88,75
23,0,2,5,341,78
1,1,5,1,0,269
23,0,30,4,339,76
31,0,2,1,5,99
19,2,1,2,0,79
6,0,3,5,110,60
43,1,30,1,0,131
6,1,1,1,92,97
6,0,30,27,311,42
5,0,1,3,82,150
28,1,1,1,190,195
12,0,2,1,68,120
19,0,4,1,0,80
7,1,2,1,252,379
20,1,6,1,0,100
12,0,3,1,0,56
30,0,2,1,223,75
61,1,2,2,345,84
38,1,3,1,0,125
38,1,3,1,0,115
2,0,3,1,280,65
38,1,2,1,11,239
21,0,1,1,0,49
26,1,3,1,2,165
19,0,2,1,89,110
48,1,4,1,13,352
6,0,3,1,0,55
44,1,3,2,60,120
56,0,3,2,0,55
23,1,3,1,228,140
12,1,2,1,0,160
21,0,2,2,68,43
99,1,3,1,0,75
35,1,2,3,80,195
6,0,2,4,38,58
79,1,1,1,364,800
13,1,7,2,0,70
43,0,2,2,58,120
42,0,2,3,17,80
13,0,2,1,3,119
17,1,2,1,0,120
19,0,2,1,18,125
28,1,30,6,122,145
28,2,26,2,90,90
6,0,3,1,0,50
2,1,3,1,62,158
12,1,5,1,0,99
4,1,4,2,0,130
19,0,3,2,23,130
48,1,30,31,167,499
59,0,5,1,40,100
12,1,90,1,364,200
15,1,3,3,309,155
28,1,7,2,11,147
20,0,1,1,0,75
4,0,2,2,33,95
10,0,7,1,0,50
34,1,30,1,297,130
12,0,1,1,357,44
27,1,2,1,101,230
16,1,3,1,0,120
33,1,6,3,7,375
50,1,3,1,0,180
11,1,5,1,148,210
6,1,2,1,0,175
7,1,21,1,203,150
63,1,2,1,160,250
18,0,2,2,0,47
106,1,3,1,290,450
6,0,1,2,0,60
1,1,7,1,134,199
84,0,1,3,67,85
34,0,2,1,27,35
21,2,30,14,320,35
23,1,1,1,0,50
24,1,5,1,0,98
49,1,2,1,0,120
79,0,2,2,65,80
4,0,1,1,0,85
113,0,1,1,16,39
12,0,4,1,35,230
2,0,3,1,6,71
29,1,7,1,16,175
2,0,3,1,248,110
6,1,1,1,206,150
2,0,1,5,309,179
22,0,1,1,0,130
1,1,4,2,302,500
7,0,1,11,243,155
12,1,2,1,2,190
5,1,30,23,211,400
19,0,1,7,0,285
23,1,30,2,97,200
45,1,5,1,0,79
12,1,5,1,0,200
10,1,4,1,0,400
8,0,2,1,0,100
22,0,2,4,189,59
70,0,7,13,258,38
13,0,1,2,364,90
28,1,3,1,0,135
