neighbourhood,room_type,minimum_nights,calculated_host_listings_count,availability_365,price
30,0,6,3,3,55
36,1,3,1,2,147
79,1,30,1,161,80
14,0,10,4,31,99
54,0,1,6,365,89
2,0,2,4,0,110
7,0,4,1,0,106
20,1,1,1,33,115
12,0,2,1,0,98
12,0,3,1,0,75
84,1,2,3,14,99
43,1,2,327,317,244
15,0,10,3,0,37
22,0,1,2,37,31
87,0,4,1,365,70
14,1,1,1,238,269
19,1,20,1,0,99
2,0,30,7,361,89
181,1,2,1,286,199
95,1,1,4,249,199
141,1,10,1,327,120
0,1,7,1,0,85
70,0,3,13,85,117
12,1,3,1,0,170
12,0,3,1,0,101
23,0,1,3,0,109
19,0,1,1,0,250
12,1,10,1,0,175
21,1,2,1,0,67
6,0,2,1,5,55
16,1,1,1,0,150
1,1,3,1,209,210
54,0,3,5,347,60
1,0,1,1,0,90
30,0,30,34,311,65
56,1,2,1,20,50
21,0,4,1,0,90
12,0,2,3,0,59
4,1,7,2,0,125
1,1,2,1,149,255
129,0,3,2,178,50
7,1,3,2,228,199
147,0,1,1,86,55
7,0,31,3,0,500
147,1,2,5,51,300
2,0,2,1,116,77
2,0,3,1,0,35
28,1,30,232,326,245
12,1,1,1,0,100
21,0,3,1,0,41
20,1,1,6,0,52
21,0,1,1,0,55
1,1,29,31,148,199
7,1,5,1,87,350
8,0,30,1,189,99
48,0,7,1,317,80
6,0,1,4,80,42
46,1,2,1,348,129
56,1,7,1,0,150
88,0,2,1,0,50
14,1,9,2,76,205
13,0,4,1,0,50
81,0,3,3,213,45
1,1,3,8,326,449
21,0,2,1,0,42
19,1,4,1,276,169
21,1,30,1,0,120
6,1,5,2,0,125
100,0,1,2,0,80
6,0,1,1,114,75
67,1,3,1,167,129
19,1,7,1,27,185
14,0,30,1,188,75
30,1,74,19,251,67
21,0,2,2,273,50
1,1,28,49,253,675
39,1,30,1,45,75
56,1,2,1,0,280
32,1,1,1,0,230
26,1,1,1,83,240
4,0,28,2,147,45
1,0,1,1,0,55
28,1,4,1,100,248
49,1,1,1,294,280
19,1,1,1,243,130
4,1,2,1,199,125
8,0,14,1,0,60
81,1,2,1,130,85
4,0,3,2,81,55
5,1,30,52,362,150
2,0,1,2,0,63
87,1,30,1,342,275
2,0,1,1,74,59
8,0,2,1,0,50
12,0,7,2,359,75
14,1,7,1,353,146
6,0,2,3,358,55
15,0,1,2,0,80
30,1,1,1,0,50
23,0,2,2,139,325
12,1,2,1,284,175
4,2,7,2,0,65
23,0,3,1,85,129
14,0,2,1,172,125
43,1,3,1,212,320
54,1,2,1,93,90
20,1,1,1,6,124
139,1,1,1,178,150
129,1,2,3,311,65
37,0,2,1,364,65
28,1,2,1,0,275
4,1,1,3,353,150
29,0,1,13,0,250
9,1,1,1,334,299
43,0,1,1,0,65
7,1,30,1,364,169
52,0,30,3,119,120
21,0,2,5,361,95
1,0,2,1,0,200
49,0,5,1,30,70
23,1,1,1,0,250
39,2,3,12,358,30
21,1,2,1,53,90
6,0,1,2,20,60
26,2,2,3,365,39
4,2,1,4,365,75
21,1,2,1,127,159
2,0,2,1,0,55
83,1,3,2,50,85
4,1,7,1,6,120
19,0,14,1,27,75
6,1,30,21,221,172
6,0,2,1,90,60
136,1,1,1,0,75
12,1,5,2,8,105
6,0,1,1,12,55
4,1,3,1,0,124
10,0,3,2,308,60
7,0,2,1,0,190
19,1,14,1,67,180
1,1,3,1,80,250
19,0,4,2,2,68
28,1,1,1,1,120
49,0,1,1,343,100
19,0,7,2,0,90
21,1,7,1,0,65
22,0,3,2,0,49
20,1,3,1,358,400
1,1,30,12,343,225
38,1,2,1,0,275
45,1,2,1,0,120
20,1,2,1,149,975
2,0,2,3,72,99
6,1,2,1,127,165
83,0,3,1,286,46
43,1,2,327,349,228
76,1,3,1,61,100
79,1,5,1,0,115
30,1,5,1,9,130
44,0,2,1,52,75
22,0,2,4,0,50
97,1,1,1,89,240
16,0,2,6,89,115
6,1,2,1,202,100
2,0,4,1,0,69
2,1,5,1,253,135
9,1,6,2,1,135
25,1,2,1,172,285
133,1,3,1,0,65
21,0,1,2,179,70
2,0,2,1,0,80
21,0,3,1,93,150
28,0,5,1,0,55
7,1,30,121,365,239
12,1,2,1,257,370
20,1,3,1,60,125
6,0,10,1,0,40
28,1,30,8,332,152
6,1,2,2,5,200
3,0,1,1,0,69
1,0,1,3,29,135
31,1,4,1,321,150
146,1,2,1,0,150
39,0,30,103,0,37
7,1,4,2,20,190
54,1,2,2,318,85
21,0,2,1,0,90
16,1,4,1,0,160
7,0,3,1,161,180
8,1,5,1,0,200
128,0,3,1,249,45
23,1,2,3,83,165
22,1,7,1,0,80
112,0,7,5,145,50
14,1,3,1,222,165
1,0,1,14,336,450
8,1,6,1,0,220
186,1,2,1,0,100
8,2,1,1,0,60
1,1,30,4,280,220
23,0,4,3,102,98
7,1,3,1,0,300
6,0,10,1,29,45
215,1,30,1,316,83
4,1,2,1,0,150
7,1,30,31,330,200
9,1,2,1,14,195
103,0,1,3,358,55
25,0,4,1,284,100
6,0,4,1,0,60
7,0,30,47,288,120
7,1,2,1,118,239
12,0,15,1,8,80
9,1,7,1,0,151
21,0,4,2,307,57
1,1,2,1,0,290
152,0,2,3,85,147
12,0,1,1,28,95
1,2,1,1,0,185
30,1,7,1,0,100
127,1,2,1,329,85
16,1,10,1,15,195
100,1,1,1,360,125
52,1,2,1,273,1000
3,0,2,6,158,98
124,1,2,1,336,120
12,1,3,1,5,95
6,0,2,3,322,55
22,2,1,2,0,40
102,1,4,1,0,240
20,1,4,1,0,120
7,0,3,1,286,105
14,0,3,1,125,92
2,0,4,1,0,99
6,0,5,1,89,51
8,0,1,1,199,600
12,0,5,1,50,169
38,1,5,1,0,119
11,1,3,1,0,150
52,1,90,4,311,175
79,0,1,3,89,60
56,0,3,1,0,68
11,1,2,1,176,220
19,1,2,1,0,230
6,0,3,1,0,32
56,0,4,3,2,79
28,1,7,1,279,395
147,0,1,3,0,60
19,1,3,1,0,600
8,2,1,2,0,61
14,1,1,1,0,140
26,2,2,2,353,35
6,0,30,2,361,65
6,0,4,1,0,45
12,1,2,1,0,168
26,1,30,31,134,109
32,1,10,1,0,175
7,1,1,1,0,100
9,0,1,1,0,175
12,0,2,2,174,90
7,0,1,5,292,159
8,1,1,12,158,3613
26,1,6,1,0,133
54,0,4,1,16,70
34,1,5,1,16,150
6,0,12,1,0,45
17,1,2,1,0,99
152,0,4,1,69,70
5,1,30,8,342,150
5,1,3,1,208,199
12,1,3,2,0,130
12,2,1,1,81,64
37,0,1,3,243,50
79,0,1,3,174,55
3,1,2,1,15,100
19,1,4,4,151,750
7,0,2,1,88,150
6,1,3,1,57,120
43,1,2,327,338,205
12,1,2,2,26,200
44,1,4,1,0,60
19,2,2,1,0,80
15,0,1,1,0,43
26,1,5,1,236,179
0,1,1,1,268,100
4,0,2,1,10,69
3,0,2,2,0,75
26,1,1,1,0,120
15,0,2,1,89,55
20,1,5,1,78,100
23,0,8,2,334,69
87,1,1,1,147,59
60,0,1,1,20,97
81,0,2,1,89,85
6,0,30,3,328,65
1,0,1,1,0,120
189,0,3,1,90,85
21,2,1,1,0,45
34,0,2,1,0,110
44,1,10,1,0,70
6,0,2,1,4,55
71,0,1,9,299,100
68,1,2,1,0,200
25,1,4,1,39,149
7,0,1,3,157,99
15,1,1,1,0,75
54,1,1,1,7,80
132,0,3,1,0,120
3,0,3,1,284,49
12,1,1,1,365,165
14,0,1,1,90,150
18,0,3,2,107,66
1,1,1,2,328,395
3,1,1,2,118,110
88,1,2,2,319,90
2,0,30,6,364,63
85,0,1,5,180,65
56,1,2,1,0,150
26,1,3,1,0,165
2,1,3,3,248,190
14,0,5,1,79,150
6,1,7,2,301,90
8,0,1,1,0,120
6,0,3,4,258,47
39,0,2,1,14,88
8,1,5,1,346,245
21,0,4,1,0,75
17,1,30,1,282,97
81,0,5,3,0,45
1,0,1,1,0,135
21,2,30,5,365,30
44,0,1,1,127,70
133,0,2,4,34,45
98,0,1,1,176,39
12,0,2,2,365,95
56,0,1,1,0,47
11,1,4,1,66,200
28,1,2,1,0,175
30,1,3,1,0,110
4,1,5,1,127,99
19,1,4,1,343,160
52,1,1,1,271,183
11,1,4,1,0,140
45,1,2,1,0,175
43,0,15,3,313,100
7,1,30,121,185,479
37,0,1,2,166,48
6,1,30,1,0,100
37,1,1,1,342,100
53,0,3,1,9,95
26,1,1,1,0,235
28,1,1,1,0,450
30,1,30,1,98,199
12,1,1,1,0,225
71,1,29,327,346,219
46,0,2,7,0,50
21,0,2,2,48,60
21,2,30,8,325,30
31,1,2,1,263,125
8,0,4,1,0,64
77,1,5,1,73,380
6,0,1,8,27,54
4,1,23,1,0,232
2,0,2,4,97,62
21,1,3,1,20,115
14,1,2,1,0,170
1,1,2,1,103,199
52,1,2,1,0,250
108,1,3,1,128,70
3,0,7,2,0,60
52,1,2,1,264,200
8,0,30,32,311,60
9,0,6,1,0,90
1,2,2,1,5,90
7,1,3,1,150,229
77,1,1,1,345,750
31,0,2,3,90,155
11,1,2,1,2,200
13,1,225,1,365,110
18,0,5,2,0,45
19,0,7,1,31,80
6,1,1,2,274,120
27,1,2,1,0,132
6,1,2,1,9,98
84,1,3,1,18,50
22,0,1,1,0,69
8,1,14,1,0,294
21,0,2,2,125,62
6,1,3,1,89,130
45,1,3,1,0,180
3,1,1,4,365,999
8,1,1,1,0,180
8,0,1,1,0,160
5,1,29,96,335,187
60,1,4,2,142,320
18,0,2,2,76,65
12,1,5,2,14,149
6,1,4,2,0,150
7,0,7,1,23,90
79,0,1,1,0,150
4,1,30,2,311,150
7,1,30,3,176,304
77,1,30,87,329,210
25,0,1,1,358,125
50,1,1,1,359,210
8,0,1,3,190,93
2,0,5,1,66,76
7,1,3,2,0,375
49,0,1,1,363,125
11,1,2,1,0,250
12,0,3,1,0,85
12,1,2,1,0,140
6,0,2,1,0,35
6,0,1,1,0,100
8,0,5,2,0,100
12,1,1,1,326,444
12,1,3,1,2,130
11,1,1,1,0,199
12,1,30,1,0,295
129,0,2,2,180,90
12,0,1,1,8,70
21,0,1,26,250,45
2,0,5,1,90,55
21,1,5,1,0,50
19,1,30,9,280,110
7,1,3,1,237,299
7,2,1,6,24,69
12,1,2,1,81,160
46,1,1,4,80,150
4,0,1,2,208,90
15,0,5,1,0,31
19,1,4,1,0,120
95,1,3,1,0,200
56,1,1,1,317,150
2,0,5,1,0,47
1,1,30,65,364,154
39,1,2,1,27,65
20,0,3,1,0,80
2,0,1,2,364,80
37,1,6,7,174,298
6,2,3,34,365,38
25,0,1,2,132,69
21,0,2,1,8,65
21,0,2,1,0,45
94,1,2,1,12,300
15,0,1,3,339,79
2,0,2,1,49,75
28,1,30,87,365,200
28,1,4,1,0,200
6,2,1,34,365,39
6,1,3,1,211,105
28,1,30,1,0,149
8,1,5,1,19,175
19,1,2,1,68,195
25,1,3,1,0,78
4,0,2,1,103,185
8,1,2,1,188,300
6,0,3,1,362,78
10,0,5,1,0,65
12,1,1,1,0,125
80,0,1,1,161,45
152,0,1,2,0,65
4,0,2,1,365,65
12,1,3,1,38,180
5,1,3,1,0,186
28,0,2,1,240,69
7,0,1,2,152,92
12,1,3,1,13,250
39,0,2,2,76,76
23,1,1,1,0,222
7,1,4,2,71,415
8,1,1,1,0,250
12,0,7,1,0,49
21,0,2,1,19,65
120,1,2,1,166,84
4,0,7,1,292,61
6,2,5,4,0,35
19,1,6,1,0,200
68,1,30,65,364,180
7,1,7,1,0,151
23,1,1,1,131,350
81,0,1,3,173,85
153,0,1,2,0,50
113,1,5,1,0,121
68,0,3,1,0,90
37,0,1,4,317,73
84,0,1,1,365,100
4,0,5,1,0,60
6,0,1,3,89,75
6,0,4,3,23,50
8,1,5,1,13,90
8,0,30,32,317,60
12,0,2,1,0,65
83,0,5,3,365,54
2,1,2,2,314,299
3,0,30,11,312,95
12,1,7,1,0,275
4,1,7,1,66,150
5,1,30,50,180,150
6,1,30,6,269,65
5,1,30,8,312,350
79,1,4,2,146,99
49,1,1,1,0,75
21,0,5,4,134,49
28,1,30,33,284,243
10,1,1,1,85,110
37,0,1,4,0,48
6,1,3,1,223,89
1,0,1,8,309,100
44,0,2,1,0,60
19,1,10,1,0,150
20,2,3,1,0,125
1,0,1,14,351,425
21,0,30,26,365,50
41,1,3,1,201,100
11,1,3,1,2,160
21,1,3,4,140,109
30,0,2,1,0,40
12,1,5,1,76,135
56,1,2,1,90,180
29,0,1,2,188,75
3,1,2,2,347,449
21,0,3,1,0,90
70,0,180,13,189,35
28,1,2,1,0,130
23,1,2,1,6,200
28,1,2,1,267,145
1,0,2,12,365,899
28,1,30,29,341,118
46,0,1,18,362,165
4,0,1,1,0,60
11,1,90,1,0,120
113,0,1,1,131,100
39,0,1,1,173,90
6,1,3,1,0,130
8,0,1,1,365,150
6,1,2,1,35,140
67,1,2,1,35,59
28,0,2,1,0,64
16,0,3,1,300,125
37,0,2,1,0,50
43,1,3,1,199,280
79,0,3,2,108,50
30,0,10,1,229,65
3,0,1,1,139,241
2,0,3,1,9,50
11,1,30,6,286,150
21,0,2,3,314,55
14,1,3,1,9,390
19,0,1,4,201,72
7,0,5,1,0,100
21,0,4,1,0,48
7,0,2,1,49,90
12,0,7,1,13,48
2,0,3,2,0,45
45,0,2,1,188,60
90,0,3,1,27,30
64,0,1,1,0,75
7,0,5,1,0,89
21,0,12,1,0,75
43,1,2,327,289,396
81,0,2,2,3,57
4,0,1,2,76,100
79,0,1,1,31,47
60,1,3,1,154,140
25,0,2,1,0,56
2,0,2,4,180,50
19,1,2,1,0,174
49,1,3,1,89,390
45,1,4,2,0,160
16,1,5,1,0,120
12,0,1,1,0,50
5,1,2,1,0,175
19,1,1,1,0,275
10,1,3,1,0,173
111,0,1,1,364,70
155,1,4,1,125,145
13,1,5,1,0,235
37,0,2,6,180,46
15,1,2,1,87,140
6,1,2,1,0,135
13,1,3,1,189,120
19,0,1,1,0,45
38,1,3,1,0,250
21,0,3,3,21,70
6,1,3,2,0,120
12,1,3,1,0,125
19,1,2,1,135,220
7,1,1,1,193,125
22,1,2,2,15,99
33,1,5,1,0,110
28,1,2,1,0,110
31,0,30,37,0,33
45,0,4,1,0,55
13,0,1,1,0,145
8,0,1,1,0,75
12,0,1,1,109,75
14,0,3,3,1,85
21,0,1,1,0,55
20,1,2,1,188,139
12,1,4,2,12,157
6,0,1,1,0,39
7,1,5,1,0,150
77,1,5,1,0,425
13,1,2,1,0,120
6,0,2,1,0,32
43,1,5,1,131,325
54,0,7,9,152,35
21,0,2,1,37,50
28,1,30,8,229,100
7,1,2,1,29,190
23,1,3,1,188,200
52,1,1,1,19,140
8,1,3,1,320,550
12,0,3,1,0,65
6,0,1,1,0,50
51,0,1,1,104,85
28,1,2,1,32,222
12,0,2,2,0,75
39,0,2,1,179,50
22,1,30,1,47,115
21,0,14,1,0,50
15,1,1,1,174,104
7,1,30,39,333,195
31,0,4,1,34,70
5,1,30,23,336,280
4,0,30,9,341,48
103,0,1,4,344,35
1,1,30,232,325,338
12,0,13,1,88,47
15,1,1,4,110,159
178,0,2,5,282,34
12,1,2,1,275,250
0,0,14,1,0,50
25,0,1,33,365,119
9,0,3,1,0,58
6,1,2,1,170,101
111,1,2,4,308,149
8,1,30,3,200,117
6,1,4,1,273,135
11,1,30,1,251,115
21,0,2,1,0,45
3,1,1,1,194,89
6,0,4,1,104,80
64,0,4,1,0,100
107,0,1,1,78,60
28,2,1,2,360,100
116,1,2,1,0,100
2,0,3,2,362,399
31,1,1,1,212,189
28,1,3,1,0,160
2,0,6,1,0,90
43,1,2,327,294,407
129,0,2,2,96,49
21,0,3,1,0,65
135,0,1,5,150,30
64,0,5,1,0,92
21,0,1,1,0,32
27,0,2,1,221,140
79,1,2,1,0,90
15,0,1,12,51,63
5,1,7,1,2,100
21,0,3,5,329,36
34,1,2,4,363,349
19,0,1,1,0,75
21,0,2,1,358,90
79,2,2,1,0,65
54,1,1,1,244,45
6,0,2,3,17,50
12,0,2,1,0,155
30,1,30,1,0,150
15,1,3,1,283,350
21,1,1,2,0,200
4,0,13,1,0,50
7,0,1,30,133,199
21,1,3,1,0,110
6,1,3,2,255,135
12,1,4,1,0,165
9,1,15,1,190,250
37,1,2,3,313,105
1,1,30,96,332,135
11,1,15,1,31,196
54,0,1,2,179,60
11,1,3,1,0,180
14,1,3,1,95,320
6,0,4,1,0,65
100,1,3,4,364,290
1,1,1,17,221,163
73,0,1,2,360,39
21,0,2,5,158,53
157,0,5,5,22,50
90,0,1,1,131,46
28,1,1,1,210,165
4,1,1,1,0,135
13,0,7,1,0,79
71,1,3,1,0,239
43,1,30,1,174,195
21,0,2,10,322,44
113,1,1,1,87,225
20,0,3,1,0,60
15,1,4,2,94,81
30,1,3,1,0,149
26,0,1,2,0,80
22,1,2,1,0,65
20,1,30,52,343,159
6,1,3,1,358,100
18,0,2,1,332,60
21,0,30,3,38,39
23,1,4,1,0,110
12,1,3,1,17,249
1,1,2,1,309,289
12,1,3,1,182,358
10,1,2,1,1,260
2,0,1,2,361,500
22,1,5,1,8,81
4,0,3,1,90,75
20,0,1,7,14,300
11,1,2,1,3,175
12,1,1,3,113,315
8,0,2,2,352,135
2,0,3,1,0,125
2,0,2,4,238,70
33,1,6,1,14,147
16,0,2,1,0,80
6,1,3,1,0,70
2,0,1,3,339,49
12,0,30,3,310,87
64,0,3,1,55,100
15,0,3,1,0,30
49,1,1,1,0,119
7,1,4,1,218,225
52,1,5,1,45,850
19,1,30,6,0,99
29,1,5,1,0,100
21,0,2,2,54,45
15,0,1,1,0,50
30,0,3,1,0,90
28,1,2,1,365,280
3,1,30,2,40,99
31,1,1,2,155,150
43,1,29,327,337,699
4,0,7,2,26,74
6,0,1,1,0,50
8,0,1,4,330,59
5,1,3,1,0,240
21,0,7,3,329,65
79,0,1,3,121,73
26,1,30,1,146,188
28,1,2,1,7,155
2,1,3,1,0,69
15,0,1,1,0,50
79,0,1,4,294,60
20,0,1,5,180,60
36,1,1,1,238,190
14,1,1,1,0,175
62,0,1,1,0,85
34,1,2,1,0,192
44,0,1,1,0,50
2,1,5,1,216,250
21,0,2,1,0,44
27,1,1,1,0,149
12,0,3,3,61,60
22,0,4,2,364,55
81,0,30,37,1,28
56,0,1,9,311,55
19,1,7,1,18,150
12,0,2,1,0,90
6,1,4,1,0,130
6,0,1,2,8,25
87,0,3,1,48,75
13,1,3,1,0,250
8,0,3,1,114,200
52,1,6,4,0,299
19,0,12,2,0,90
23,0,7,1,0,100
30,0,3,1,0,60
8,1,1,1,365,350
124,1,2,1,179,85
12,1,4,1,331,190
20,1,2,1,0,125
1,1,4,49,124,956
23,1,1,4,100,299
15,0,3,1,0,500
28,0,10,1,0,50
20,0,2,1,284,100
8,0,3,1,3,80
12,0,20,1,0,52
46,1,2,1,182,65
11,1,2,1,41,290
64,0,2,1,35,105
7,1,30,39,340,150
37,0,2,1,95,70
3,1,5,1,0,125
21,1,3,2,72,250
11,1,30,232,229,423
9,0,4,1,0,80
12,0,2,1,0,60
6,1,2,3,308,99
9,1,3,1,0,150
1,1,30,33,365,175
111,0,1,7,350,60
12,0,3,1,0,151
2,0,2,2,177,73
7,1,1,1,0,250
49,1,2,1,0,175
25,1,3,2,187,150
28,0,1,5,0,80
21,0,4,2,8,85
21,0,3,1,40,100
7,1,3,1,0,127
19,1,30,1,115,130
79,0,2,1,0,35
19,1,2,1,0,123
60,1,3,1,148,250
38,0,1,1,0,46
12,0,2,3,36,139
2,0,1,1,0,45
1,1,3,2,179,249
28,0,1,2,361,90
64,1,3,1,0,200
116,0,1,2,0,40
21,0,1,1,7,65
12,0,1,1,0,125
21,1,2,3,351,200
8,1,5,1,29,99
6,1,1,2,80,167
54,0,1,1,63,47
6,0,30,3,54,35
28,1,2,1,162,425
70,0,2,2,179,55
1,1,5,1,6,195
156,1,1,3,8,107
30,0,6,1,3,55
5,1,30,96,280,196
85,1,1,1,158,135
6,1,5,1,0,71
15,0,5,1,0,85
33,1,1,1,34,125
44,0,3,1,291,78
12,1,5,1,0,500
3,1,7,1,32,131
46,1,1,1,0,90
73,1,4,2,360,85
183,0,7,1,0,70
6,0,5,2,0,50
8,1,30,8,346,191
1,0,1,1,0,125
15,0,2,2,162,120
103,0,1,5,153,55
1,1,5,1,114,500
2,1,7,1,231,130
7,1,3,1,59,219
8,0,3,1,0,60
2,1,2,2,154,198
15,0,1,1,65,75
12,0,1,7,31,60
6,0,7,2,216,40
28,0,3,3,0,129
66,0,5,5,362,40
12,0,6,1,20,71
181,0,2,2,339,47
2,1,1,1,258,80
100,0,1,5,365,130
52,1,1,1,0,190
2,0,3,2,38,90
6,0,4,1,80,65
19,0,2,1,0,150
29,1,5,1,28,160
21,0,2,1,0,50
31,1,3,1,0,90
126,0,30,18,352,39
54,1,2,2,342,100
39,0,30,103,245,35
5,1,30,14,339,150
25,0,2,2,53,149
12,1,1,1,0,95
15,0,3,1,48,55
68,1,2,1,10,250
8,1,1,1,80,350
2,1,30,2,195,105
8,1,30,8,157,190
37,1,1,1,49,45
2,0,2,1,0,80
44,0,30,23,314,34
12,0,21,1,0,50
16,1,4,1,16,169
6,0,30,2,21,50
3,1,1,11,365,4500
87,1,3,1,32,140
132,0,14,1,128,72
52,1,5,1,0,118
83,1,2,1,49,225
111,0,2,1,25,50
6,0,10,1,0,42
44,0,30,10,323,47
39,0,5,4,280,69
4,1,30,2,220,99
1,0,2,1,49,160
2,1,2,1,0,92
53,0,2,1,213,61
4,1,1,1,1,120
16,1,1,1,43,185
165,1,5,1,0,90
12,0,3,1,0,65
15,0,2,5,0,29
1,1,30,121,184,259
19,1,31,1,204,125
3,1,1,1,0,127
11,0,1,4,269,299
30,1,2,1,83,150
6,0,1,1,323,70
20,1,14,1,21,199
52,1,2,1,0,325
28,1,3,1,0,118
6,0,3,2,89,60
27,1,5,2,321,500
12,1,2,2,2,149
38,1,1,1,0,170
127,0,30,1,85,25
31,0,1,2,34,60
34,1,4,2,6,150
15,0,2,1,32,45
8,1,2,1,0,215
30,0,2,1,86,55
49,0,3,2,163,85
21,0,1,2,285,79
4,0,3,1,55,115
8,0,5,1,0,50
21,0,2,1,8,40
22,1,4,1,228,197
1,1,28,49,257,714
8,1,1,2,0,599
26,1,5,1,260,199
50,1,4,1,365,225
21,0,1,1,269,150
48,1,1,1,0,179
4,1,2,1,0,166
73,0,1,1,0,27
17,1,5,1,6,75
30,0,10,1,0,45
2,0,1,1,0,200
43,1,1,8,314,309
26,1,7,1,257,200
11,0,2,1,0,85
102,1,15,1,0,70
21,0,1,2,18,75
22,0,4,3,0,98
19,0,5,1,143,170
12,0,2,1,0,80
17,0,1,7,258,49
17,1,1,2,11,100
36,1,1,1,77,289
28,1,4,1,0,130
43,0,4,1,89,370
2,1,3,2,97,750
46,0,1,2,36,50
6,0,3,1,0,56
4,0,4,1,72,85
54,1,1,4,270,135
197,1,2,2,0,95
4,0,3,6,42,116
19,1,1,1,134,375
48,1,2,1,273,175
8,1,30,10,281,264
22,1,1,1,0,100
23,0,1,2,187,69
103,0,1,6,336,65
16,1,2,1,2,160
100,1,3,3,363,200
19,0,1,1,0,99
11,1,3,1,0,249
14,1,3,1,164,265
26,1,2,1,284,200
15,1,2,1,4,110
39,0,5,4,250,45
8,0,1,2,117,97
13,1,1,1,40,95
6,0,2,1,18,40
21,1,2,3,343,475
124,0,1,1,0,150
21,0,1,1,0,60
12,1,3,3,0,389
46,0,5,1,314,55
12,0,1,1,0,75
4,0,1,1,0,77
6,0,2,1,339,45
28,2,1,1,170,80
15,1,3,5,278,245
80,0,2,2,363,85
25,1,3,7,23,150
12,1,2,1,235,150
4,0,2,2,270,65
7,1,7,1,0,160
12,0,5,2,198,79
6,0,2,3,288,72
6,0,30,43,216,57
15,1,30,1,0,90
6,0,3,1,0,40
4,1,2,1,0,82
6,0,5,2,189,180
24,0,1,1,0,35
29,0,1,2,0,50
12,0,1,1,0,90
30,0,5,1,179,65
2,0,2,4,10,175
45,0,3,6,0,100
67,1,2,2,73,109
27,0,2,2,38,190
56,0,1,5,138,109
132,0,1,2,0,115
6,0,3,2,0,60
45,0,4,1,0,95
6,1,1,1,0,95
27,1,3,1,0,180
19,1,3,2,179,750
1,1,30,96,189,156
64,1,7,1,0,130
23,0,7,1,0,90
106,1,2,1,300,250
6,1,4,1,55,105
6,1,2,1,0,168
6,0,1,2,344,72
11,1,1,1,0,168
12,1,2,2,3,105
19,1,2,1,306,219
133,1,1,1,170,88
6,0,3,1,91,79
11,1,4,1,0,349
64,0,6,1,40,120
20,0,7,1,64,59
16,1,7,1,0,105
2,0,1,3,325,86
35,1,16,5,365,414
2,0,2,1,3,67
8,1,1,1,0,40
159,1,1,1,129,63
2,0,2,1,29,90
21,0,3,4,336,80
6,0,1,3,363,50
8,1,4,1,0,200
6,0,3,1,0,46
3,2,1,6,345,45
2,1,3,2,110,250
21,0,11,1,134,70
1,1,28,49,225,675
19,1,7,1,0,395
1,0,1,2,156,120
12,1,5,1,305,160
19,0,2,1,0,120
12,1,2,1,0,650
39,0,2,1,364,80
38,1,2,1,9,170
8,0,27,1,0,45
44,0,3,2,321,54
43,1,2,327,292,256
7,2,1,1,0,85
7,1,30,13,298,185
6,1,3,1,42,150
23,0,1,1,41,70
23,0,30,3,237,63
18,0,3,1,320,99
28,1,1,2,0,150
1,1,2,1,0,455
3,1,5,2,89,200
34,1,1,2,93,115
1,1,28,49,251,675
12,1,3,1,0,239
43,0,1,1,5,119
12,0,4,1,0,75
20,0,1,1,0,75
21,0,2,2,0,54
15,0,3,1,18,50
21,0,2,1,0,49
68,1,3,2,10,118
7,1,3,2,141,135
70,1,2,1,78,100
25,0,5,4,315,79
27,1,60,1,281,199
0,0,1,1,0,100
5,1,1,1,0,100
5,1,2,327,133,244
7,1,2,1,282,244
46,0,1,2,113,45
30,0,1,1,0,45
12,0,3,1,0,45
3,0,2,1,43,95
136,0,1,1,284,35
117,1,7,1,0,70
14,0,2,1,33,100
79,1,1,1,364,750
81,0,4,1,0,65
12,1,5,1,0,180
6,0,2,3,97,40
28,1,2,1,0,115
6,1,4,2,322,165
25,1,2,2,170,199
6,1,3,1,158,165
26,1,7,1,292,185
77,1,4,1,0,850
28,1,31,33,326,225
23,0,4,1,0,90
56,0,1,1,0,119
20,0,2,1,0,65
14,1,4,1,0,180
49,0,2,1,166,78
2,1,2,2,0,125
8,0,2,4,0,69
20,1,4,1,0,109
4,0,2,2,353,75
12,0,5,1,0,70
26,0,1,1,0,120
24,0,2,1,27,150
14,0,1,12,360,85
6,0,2,7,66,69
8,0,60,1,365,120
100,0,1,2,365,110
6,1,2,1,315,170
10,1,2,1,245,135
37,0,2,1,246,50
26,1,1,9,298,650
27,1,2,2,335,375
1,1,12,1,110,333
15,0,21,1,44,45
30,0,4,2,0,65
70,0,15,3,213,36
43,1,2,327,255,498
70,0,1,1,105,31
43,0,1,1,90,145
56,0,1,5,149,65
12,0,2,1,3,57
121,1,3,1,155,299
71,1,29,327,220,159
102,1,1,1,0,150
6,2,3,1,34,110
15,0,1,2,365,100
54,1,2,1,352,300
6,0,5,1,0,55
6,0,2,1,0,44
3,1,6,1,31,145
21,1,1,1,0,180
7,1,30,96,311,175
8,0,2,1,155,89
4,1,1,2,123,175
20,1,3,1,0,350
14,1,3,1,0,195
44,0,30,23,309,45
39,1,2,1,14,145
101,1,21,1,222,100
36,1,4,2,107,140
68,0,1,1,0,80
142,1,3,1,109,150
2,0,3,1,178,125
45,1,15,1,34,250
171,2,1,1,364,150
29,1,4,1,83,4000
21,1,1,1,0,75
81,0,2,2,315,55
17,0,30,1,126,50
81,0,2,1,0,60
6,1,7,1,0,85
12,1,3,1,0,110
30,0,1,1,77,42
100,1,1,1,3,78
